model,preset,q_idx,q_label,q_text,cand_idx,cand_label,rank,score,sim,z,jacc,lenpen,bm25,mnn,score_top2,margin_top1_top2,is_rel
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,45,aa03c0034762,evaluate quality of materials or products,2052,d66636b253cb,1,1.031093406677246,0.6242812871932983,4.587512016296387,0.25,0.2857142984867096,0.8841564059257507,1,0.8966344475746155,0.1344589591026304,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,46,f64f2eefbcb7,"develop operating strategies, plans, or procedures",1512,f1624e5afb6a,1,1.0478538155555726,0.6182683110237122,3.733267545700073,0.1666666716337204,0.4285714328289032,0.9551669359207152,1,0.9540252566337586,0.09382855892181396,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,52,7f83579eb5ca,maintain knowledge of current developments in area of expertise,4390,3cec85239a89,1,1.014082419872284,0.5674552321434021,3.964749336242676,0.125,0.5,1.0,1,0.8697740912437439,0.14430832862854004,True
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,55,4805101e52c6,monitor the productivity or efficiency of industrial operations,4149,737ad5005108,1,1.0479162216186524,0.6512701511383057,4.103024959564209,0.2000000029802322,0.2222222238779068,0.9056781530380248,1,0.8712112784385682,0.17670494318008423,True
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,56,269bfa3db5c6,conduct validation tests of equipment or processes,2680,a617908b172c,1,1.0399511933326722,0.6052118539810181,4.265303611755371,0.2000000029802322,0.25,1.0,1,0.7843565940856934,0.2555945992469788,True
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,65,8da0e9e0dffc,direct equipment maintenance or repair activities,2641,414d1ab8da6a,1,1.0234389185905457,0.5660259127616882,4.140836715698242,0.1428571492433548,0.5714285969734192,1.0,1,0.745654034614563,0.27778488397598267,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,68,7a9450b42a26,document technical design details,3147,979ff1a4970d,1,0.9973261237144472,0.6915984153747559,4.556609630584717,0.2000000029802322,0.6000000238418579,0.5437361001968384,1,0.9560810804367066,0.04124504327774059,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,75,f634ee56b726,design industrial equipment,1268,41400dedd9f3,1,1.0445278763771058,0.7477699518203735,4.531590461730957,0.25,1.0,0.383275419473648,1,0.9954038739204408,0.04912400245666493,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,78,98d9410b9c2c,supervise production or support personnel,3978,6918d9132472,1,1.0437984943389893,0.5829457640647888,4.159440040588379,0.2000000029802322,0.5,1.0,1,0.9177600622177124,0.12603843212127686,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,81,e9ce432833f3,identify opportunities to improve operational efficiency,447,0dbbcd9e85e6,1,0.9552242636680603,0.5133551359176636,2.875615119934082,0.1666666716337204,0.4285714328289032,0.9752752780914308,1,0.924657154083252,0.03056710958480835,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,82,68d8248a643f,"analyze jobs using observation, survey, or interview techniques",189,22a8a394965f,1,0.9653946042060852,0.669927716255188,5.022693634033203,0.1111111119389534,0.4444444477558136,0.6065617203712463,1,0.9414541006088256,0.023940503597259633,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,83,4ffdd533affb,plan facility layouts or designs,4828,0207b591a5d5,1,1.0333898544311524,0.5719892382621765,3.743583917617798,0.2000000029802322,0.5,1.0,1,1.0068090438842774,0.026580810546875,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,84,c6940290ea74,develop technical specifications for systems or equipment,1607,6544768291be,1,1.0334888577461243,0.6508989930152893,3.8720862865448,0.1666666716337204,0.375,0.8408612012863159,1,0.9623786687850951,0.07111018896102916,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,92,3f67b920ee49,evaluate logistics methods to reduce environmental impact,4845,537673b823b1,1,1.0074578404426575,0.6896620988845825,4.993051528930664,0.1428571492433548,0.375,0.6748782992362976,1,1.002692747116089,0.0047650933265686035,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,96,1cbedefabffc,analyze environmental regulations to ensure organizational compliance,1601,df741fa450b6,1,1.0149578332901,0.6995762586593628,5.150009632110596,0.1428571492433548,0.375,0.6693969368934631,1,0.9116119027137756,0.10334593057632435,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,97,48c561c86be0,create graphical representations of industrial production systems,3033,fd89784e59c7,1,0.9703861951828004,0.592660665512085,4.017114162445068,0.1666666716337204,0.25,0.8543578386306763,1,0.7517182111740113,0.21866798400878917,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,98,207462e43a8e,estimate technical or resource requirements for development or production projects,2873,443ab50a6351,1,0.978442120552063,0.5179773569107056,3.316338300704956,0.25,0.3636363744735718,1.0,1,0.9259114146232604,0.0525307059288026,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,100,6002eddcd7d0,resolve operational performance problems,44,3fd4fe53e04b,1,1.0410433292388916,0.6299653053283691,4.270399570465088,0.2000000029802322,0.6000000238418579,0.8359322547912598,1,0.8680069327354432,0.1730363965034485,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,104,985eed507e3a,analyze costs and benefits of proposed designs or projects,4828,0207b591a5d5,1,1.0193430662155152,0.636027455329895,4.013593673706055,0.1428571492433548,0.3000000119209289,0.8758445382118225,1,0.7671479463577271,0.2521951198577881,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,108,3f3251058257,administer standardized physical or psychological tests,1037,58c07ed4fd0b,1,0.970780897140503,0.5517626404762268,4.331093311309815,0.1666666716337204,0.4285714328289032,0.9154738783836364,1,0.8647817850112915,0.10599911212921143,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,113,322cdff981bb,"interview employees, customers, or others to collect information",190,1c1cad1fac03,1,1.0101916074752808,0.6375900506973267,4.152103900909424,0.1428571492433548,0.3333333432674408,0.8359322547912598,1,0.8584962964057923,0.15169531106948853,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,115,830e9df61ddd,communicate organizational policies and procedures,1572,4d6e545411ff,1,1.0125482559204102,0.6389742493629456,3.986921787261963,0.2000000029802322,0.5,0.7586362361907959,1,0.8949231386184693,0.11762511730194092,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,117,f2f5eb941075,liaise between departments or other groups to improve function or communication,4942,765bf972fcf8,1,0.967110025882721,0.5063146352767944,3.698252201080322,0.2222222238779068,0.4166666567325592,1.0,1,0.6811389207839966,0.28597110509872437,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,120,a04637eaf44a,investigate industrial or transportation accidents,4838,53dd4fb611bb,1,0.9562809348106384,0.5677585005760193,4.83674430847168,0.2000000029802322,0.6666666865348816,0.7435532808303833,1,0.8807386040687561,0.07554233074188221,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,122,4e4a52d4b158,represent the organization in external relations,4106,7a6199e2dfd9,1,1.0487075328826905,0.6329008340835571,4.740867137908936,0.1666666716337204,0.4666666686534881,0.9070048928260804,1,0.9438406109809876,0.10486692190170288,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,124,3b11edaeeba4,document design or operational test results,1529,8c8790508d02,1,1.0206698656082154,0.6042773723602295,4.100432872772217,0.1666666716337204,0.4285714328289032,0.9154738783836364,1,0.8434059500694275,0.17726391553878784,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,127,3d77dabe7560,design electromechanical equipment or systems,4723,66fe44b4fefa,1,0.9531957507133484,0.4770480990409851,3.439925193786621,0.5,0.5,1.0,0,0.86513249874115,0.08806325197219844,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,131,c3b47654a283,create physical models or prototypes,3623,bd01707ee9b8,1,0.9500937938690186,0.5111686587333679,3.455526113510132,0.1666666716337204,0.6666666865348816,0.8985244035720825,1,0.9109855175018312,0.03910827636718739,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,135,4055e1544ee0,assemble equipment or components,215,f3e87868bbce,1,1.0102809548377991,0.6038247346878052,4.147834300994873,0.2000000029802322,0.800000011920929,0.7618498802185059,1,0.9369788646697998,0.07330209016799927,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,136,ded8762bb927,maintain electromechanical equipment,2641,414d1ab8da6a,1,1.0152089476585389,0.5002199411392212,4.023509979248047,0.2000000029802322,1.0,1.0,1,0.5533485293388367,0.46186041831970215,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,139,80c1c070d6f0,"maintain inventories of materials, equipment, or products",74,2d2ac038a838,1,1.0176515460014344,0.5817384719848633,4.319569110870361,0.2000000029802322,0.25,1.0,1,0.9199445724487304,0.09770697355270397,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,143,fd635c6ca5be,conduct quantitative failure analyses of operational data,3665,3ee28fe1a60c,1,1.012187111377716,0.5830039978027344,4.33198881149292,0.1666666716337204,0.25,1.0,1,0.8171205997467041,0.19506651163101196,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,144,7a053b14e6ec,determine design criteria or specifications,2800,02ac2ff76b94,1,0.9733087301254272,0.5087460279464722,3.1333296298980717,0.2000000029802322,0.5,1.0,1,0.840140450000763,0.1331682801246642,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,146,284cc33eb902,direct design or development activities,2364,e7f8b2c6810a,1,0.9682196855545044,0.6443342566490173,3.972949266433716,0.2000000029802322,0.5,0.617434561252594,1,0.8311282277107239,0.13709145784378052,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,150,3ffc9e8eaffb,test products for functionality or quality,2052,d66636b253cb,1,1.0487051486968997,0.609775960445404,4.674768924713135,0.25,0.2857142984867096,0.9738473892211914,1,0.9295844912528992,0.11912065744400047,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,157,018f6a0e7f9a,research human performance or health factors related to engineering or design activities,2967,248515e83c8a,1,0.9786503195762636,0.5380305051803589,3.6582846641540527,0.2222222238779068,0.2307692319154739,1.0,1,0.9098627448081972,0.0687875747680664,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,160,56c85bc2a8f3,assist engineers or scientists with research,4182,da00d82f03cd,1,0.9848421692848206,0.5284053087234497,3.5859293937683105,0.2000000029802322,0.4285714328289032,1.0,1,0.9367106437683106,0.04813152551651001,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,161,f1f35b083d3a,assemble mechanical components or machine parts,733,813e418f098e,1,0.9850163340568544,0.5356061458587646,3.940692901611328,0.1666666716337204,0.4285714328289032,1.0,1,0.977752435207367,0.007263898849487416,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,165,72ea80489538,test characteristics of materials or structures,74,2d2ac038a838,1,0.9830247044563294,0.5685607194900513,4.735383987426758,0.25,0.2857142984867096,0.8980587720870972,1,0.7663097858428956,0.21671491861343384,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,166,505ab84c8d87,implement transportation changes to reduce environmental impact,2999,a4a640d71221,1,1.0353727221488953,0.5560314655303955,5.049443244934082,0.2857142984867096,0.5,1.0,1,0.8498756766319275,0.18549704551696777,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,169,2d10ff099811,coordinate with external parties to exchange information,5120,399c4f53685e,1,0.9704841852188112,0.5259482264518738,4.20742130279541,0.1666666716337204,0.375,1.0,1,0.8981969833374024,0.0722872018814088,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,172,2c5271f1a3e4,analyze data to assess operational or project effectiveness,4134,79c4dd20b5f2,1,1.0496312856674197,0.7222248315811157,4.351167678833008,0.1428571492433548,0.3333333432674408,0.7188941240310669,1,1.0254027128219605,0.024228572845459206,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,178,78b65ab85b19,manage inventories of products or organizational resources,4101,dbf801cd7195,1,0.9822357773780824,0.6014357209205627,3.400710344314575,0.1666666716337204,0.375,0.828681468963623,1,0.8762361884117127,0.10599958896636974,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,180,893bb3cbc01a,"evaluate potential of products, technologies, or resources",2342,d9000beaf680,1,0.951326596736908,0.5136457681655884,3.1651690006256104,0.1666666716337204,0.375,0.9786563515663148,1,0.8030986666679383,0.14822793006896973,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,182,8729852fc4b8,develop new or advanced products or production methods,3033,fd89784e59c7,1,1.0225756645202635,0.688993513584137,4.759514808654785,0.1666666716337204,0.2222222238779068,0.7499321699142456,1,0.8884696245193482,0.1341060400009153,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,183,ff9c96c6d776,collaborate on research activities with scientists or technical specialists,350,7412df2b1db8,1,0.9522741317749024,0.5863454937934875,4.094470500946045,0.1666666716337204,0.2000000029802322,0.8340358734130859,1,0.9432603597640992,0.009013772010803223,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,184,389dd43f303d,supervise scientific or technical personnel,3978,6918d9132472,1,1.029128122329712,0.5675032138824463,4.001170635223389,0.2000000029802322,0.5,1.0,1,0.9466737985610962,0.08245432376861572,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,185,7b03e0901b8c,"establish standards for products, processes, or procedures",80,5402ba93471c,1,0.9759064793586733,0.621157169342041,4.0641045570373535,0.1428571492433548,0.5,0.7349593043327332,1,0.950263786315918,0.025642693042755238,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,186,4c7ceb754866,prepare scientific or technical reports or presentations,1564,4d6acf400662,1,1.0000401616096497,0.5821685194969177,4.097322940826416,0.1666666716337204,0.375,0.9318475723266602,1,0.8874869227409363,0.11255323886871338,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,189,a49d5a99c1d7,maintain laboratory or technical equipment,2641,414d1ab8da6a,1,1.011994767189026,0.5389418601989746,3.729924917221069,0.1666666716337204,0.6666666865348816,1.0,1,0.9270419955253602,0.08495277166366577,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,190,c2a2570c95d4,test quality of materials or finished products,2052,d66636b253cb,1,0.993590521812439,0.5990903377532959,4.760155200958252,0.2000000029802322,0.25,0.8841564059257507,1,0.926361072063446,0.06722944974899303,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,192,8562bf3caec4,manage scientific or technical project resources,1564,4d6acf400662,1,0.9819716095924378,0.5324012041091919,3.1185898780822754,0.1666666716337204,0.4285714328289032,1.0,1,0.9500744819641114,0.031897127628326416,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,195,6b483cafcca2,evaluate new technologies or methods,1629,a9ac5a6cc3cb,1,1.0236049175262452,0.5687069296836853,3.65166974067688,0.25,0.3333333432674408,1.0,1,0.9897873878479004,0.03381752967834473,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,199,0d99df7b9f80,communicate organizational information to customers or other stakeholders,675,e1f28709fa97,1,1.01615070104599,0.5717208385467529,3.204962730407715,0.1428571492433548,0.4444444477558136,1.0,1,0.920970368385315,0.09518033266067505,False
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,220,7cd42be784e2,interpret design or operational test results,3431,21ee2ab4106d,1,1.0112171649932862,0.6000748872756958,3.907339334487915,0.1666666716337204,0.5714285969734192,0.8590565323829651,1,0.970486092567444,0.040731072425842174,False
