model,preset,_source_basename,f1,precision,recall,coverage
sentence_transformers_paraphrase_albert_small_v2,J_char_heavy,threshold_sweep_n221.csv,0.3428571428571428,0.3870967741935484,0.3076923076923077,0.7948717948717948
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2,C_lex_sem_strong,threshold_sweep_n221.csv,0.3428571428571428,0.3870967741935484,0.3076923076923077,0.7948717948717948
sentence_transformers_all_distilroberta_v1,G_mnn_heavy,threshold_sweep_n221.csv,0.3421052631578947,0.3513513513513513,0.3333333333333333,0.9487179487179488
sentence_transformers_all_distilroberta_v1,F_recall_first,threshold_sweep_n221.csv,0.3333333333333333,0.4074074074074074,0.282051282051282,0.6923076923076923
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_tsdae_google_bert_bert_base_uncased,I_short_skills_bias,threshold_sweep_n221.csv,0.3333333333333333,0.3636363636363636,0.3076923076923077,0.8461538461538461
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2,A_semantic_only,threshold_sweep_n221.csv,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2,C_lex_sem_strong,threshold_sweep_n221.csv,0.3333333333333333,0.3636363636363636,0.3076923076923077,0.8461538461538461
sentence_transformers_all_mpnet_base_v2,A_semantic_only,threshold_sweep_n221.csv,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
sentence_transformers_all_MiniLM_L6_v2,A_semantic_only,threshold_sweep_n221.csv,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2,H_zfilter,threshold_sweep_n221.csv,0.3287671232876712,0.3529411764705882,0.3076923076923077,0.8717948717948718
sentence_transformers_paraphrase_MiniLM_L3_v2,I_short_skills_bias,threshold_sweep_n221.csv,0.3287671232876712,0.3529411764705882,0.3076923076923077,0.8717948717948718
sentence_transformers_paraphrase_albert_small_v2,E_diversity,threshold_sweep_n221.csv,0.3283582089552238,0.3928571428571428,0.282051282051282,0.717948717948718
sentence_transformers_paraphrase_albert_small_v2,B_hybrid_light,threshold_sweep_n221.csv,0.3283582089552238,0.3928571428571428,0.282051282051282,0.717948717948718
sentence_transformers_paraphrase_albert_small_v2,G_mnn_heavy,threshold_sweep_n221.csv,0.3283582089552238,0.3928571428571428,0.282051282051282,0.717948717948718
sentence_transformers_all_distilroberta_v1,H_zfilter,threshold_sweep_n221.csv,0.3278688524590163,0.4545454545454545,0.2564102564102564,0.5641025641025641
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2,F_recall_first,threshold_sweep_n221.csv,0.3243243243243243,0.3428571428571428,0.3076923076923077,0.8974358974358975
sentence_transformers_paraphrase_albert_small_v2,F_recall_first,threshold_sweep_n221.csv,0.3235294117647059,0.3793103448275862,0.282051282051282,0.7435897435897436
sentence_transformers_paraphrase_MiniLM_L3_v2,F_recall_first,threshold_sweep_n221.csv,0.32,0.3333333333333333,0.3076923076923077,0.9230769230769232
sentence_transformers_paraphrase_MiniLM_L3_v2,C_lex_sem_strong,threshold_sweep_n221.csv,0.32,0.3333333333333333,0.3076923076923077,0.9230769230769232
sentence_transformers_paraphrase_MiniLM_L3_v2,J_char_heavy,threshold_sweep_n221.csv,0.3157894736842105,0.3243243243243243,0.3076923076923077,0.9487179487179488
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_tsdae_google_bert_bert_base_uncased,D_zfilter,threshold_sweep_n221.csv,0.3142857142857143,0.3548387096774194,0.282051282051282,0.7948717948717948
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_tsdae_google_bert_bert_base_uncased,H_zfilter,threshold_sweep_n221.csv,0.3142857142857143,0.3548387096774194,0.282051282051282,0.7948717948717948
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_tsdae_google_bert_bert_base_uncased,E_diversity,threshold_sweep_n221.csv,0.3098591549295775,0.34375,0.282051282051282,0.8205128205128205
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_tsdae_google_bert_bert_base_uncased,F_recall_first,threshold_sweep_n221.csv,0.3098591549295775,0.34375,0.282051282051282,0.8205128205128205
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_tsdae_google_bert_bert_base_uncased,G_mnn_heavy,threshold_sweep_n221.csv,0.3098591549295775,0.34375,0.282051282051282,0.8205128205128205
sentence_transformers_paraphrase_MiniLM_L3_v2,H_zfilter,threshold_sweep_n221.csv,0.3098591549295775,0.34375,0.282051282051282,0.8205128205128205
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_tsdae_google_bert_bert_base_uncased,A_semantic_only,threshold_sweep_n221.csv,0.3076923076923077,0.3076923076923077,0.3076923076923077,1.0
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2,A_semantic_only,threshold_sweep_n221.csv,0.3076923076923077,0.3076923076923077,0.3076923076923077,1.0
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2,A_semantic_only,threshold_sweep_n221.csv,0.3076923076923077,0.3076923076923077,0.3076923076923077,1.0
home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_tsdae_google_bert_bert_base_uncased,B_hybrid_light,threshold_sweep_n221.csv,0.3055555555555555,0.3333333333333333,0.282051282051282,0.8461538461538461
sentence_transformers_paraphrase_MiniLM_L3_v2,B_hybrid_light,threshold_sweep_n221.csv,0.303030303030303,0.3703703703703703,0.2564102564102564,0.6923076923076923
sentence_transformers_distiluse_base_multilingual_cased_v2,J_char_heavy,threshold_sweep_n221.csv,0.3013698630136986,0.3235294117647059,0.282051282051282,0.8717948717948718
sentence_transformers_paraphrase_MiniLM_L3_v2,E_diversity,threshold_sweep_n221.csv,0.3013698630136986,0.3235294117647059,0.282051282051282,0.8717948717948718
sentence_transformers_paraphrase_MiniLM_L3_v2,G_mnn_heavy,threshold_sweep_n221.csv,0.3013698630136986,0.3235294117647059,0.282051282051282,0.8717948717948718
sentence_transformers_distiluse_base_multilingual_cased_v2,C_lex_sem_strong,threshold_sweep_n221.csv,0.3013698630136986,0.3235294117647059,0.282051282051282,0.8717948717948718
sentence_transformers_paraphrase_MiniLM_L3_v2,D_zfilter,threshold_sweep_n221.csv,0.2903225806451613,0.391304347826087,0.2307692307692307,0.5897435897435898
sentence_transformers_all_distilroberta_v1,A_semantic_only,threshold_sweep_n221.csv,0.282051282051282,0.282051282051282,0.282051282051282,1.0
sentence_transformers_distiluse_base_multilingual_cased_v2,I_short_skills_bias,threshold_sweep_n221.csv,0.2702702702702702,0.2857142857142857,0.2564102564102564,0.8974358974358975
sentence_transformers_distiluse_base_multilingual_cased_v2,D_zfilter,threshold_sweep_n221.csv,0.2702702702702702,0.2857142857142857,0.2564102564102564,0.8974358974358975
sentence_transformers_paraphrase_albert_small_v2,A_semantic_only,threshold_sweep_n221.csv,0.2564102564102564,0.2564102564102564,0.2564102564102564,1.0
sentence_transformers_distiluse_base_multilingual_cased_v2,G_mnn_heavy,threshold_sweep_n221.csv,0.2535211267605634,0.28125,0.2307692307692307,0.8205128205128205
sentence_transformers_distiluse_base_multilingual_cased_v2,H_zfilter,threshold_sweep_n221.csv,0.25,0.32,0.2051282051282051,0.6410256410256411
sentence_transformers_distiluse_base_multilingual_cased_v2,F_recall_first,threshold_sweep_n221.csv,0.2461538461538462,0.3076923076923077,0.2051282051282051,0.6666666666666666
embedding_data_deberta_sentence_transformer,C_lex_sem_strong,threshold_sweep_n221.csv,0.2424242424242424,0.2962962962962963,0.2051282051282051,0.6923076923076923
embedding_data_deberta_sentence_transformer,F_recall_first,threshold_sweep_n221.csv,0.24,0.5454545454545454,0.1538461538461538,0.282051282051282
sentence_transformers_distiluse_base_multilingual_cased_v2,E_diversity,threshold_sweep_n221.csv,0.2388059701492537,0.2857142857142857,0.2051282051282051,0.717948717948718
sentence_transformers_distiluse_base_multilingual_cased_v2,B_hybrid_light,threshold_sweep_n221.csv,0.2388059701492537,0.2857142857142857,0.2051282051282051,0.717948717948718
embedding_data_deberta_sentence_transformer,D_zfilter,threshold_sweep_n221.csv,0.2352941176470588,0.5,0.1538461538461538,0.3076923076923077
embedding_data_deberta_sentence_transformer,J_char_heavy,threshold_sweep_n221.csv,0.2352941176470588,0.2758620689655172,0.2051282051282051,0.7435897435897436
embedding_data_deberta_sentence_transformer,I_short_skills_bias,threshold_sweep_n221.csv,0.2352941176470588,0.5,0.1538461538461538,0.3076923076923077
sentence_transformers_distiluse_base_multilingual_cased_v2,A_semantic_only,threshold_sweep_n221.csv,0.2307692307692307,0.2307692307692307,0.2307692307692307,1.0
sentence_transformers_paraphrase_MiniLM_L3_v2,A_semantic_only,threshold_sweep_n221.csv,0.2307692307692307,0.2307692307692307,0.2307692307692307,1.0
embedding_data_deberta_sentence_transformer,G_mnn_heavy,threshold_sweep_n221.csv,0.2307692307692307,0.4615384615384615,0.1538461538461538,0.3333333333333333
embedding_data_deberta_sentence_transformer,B_hybrid_light,threshold_sweep_n221.csv,0.2295081967213115,0.3181818181818182,0.1794871794871795,0.5641025641025641
embedding_data_deberta_sentence_transformer,E_diversity,threshold_sweep_n221.csv,0.2295081967213115,0.3181818181818182,0.1794871794871795,0.5641025641025641
embedding_data_deberta_sentence_transformer,H_zfilter,threshold_sweep_n221.csv,0.2258064516129032,0.3043478260869565,0.1794871794871795,0.5897435897435898
embedding_data_deberta_sentence_transformer,A_semantic_only,threshold_sweep_n221.csv,0.1538461538461538,0.1538461538461538,0.1538461538461538,1.0
