container,source,path_rel,basename,ext,size_bytes,size_kb,modified,artifact_type,pipeline_expected,pipeline_tag_in_name,suffix_applicable,suffix_expected,suffix_present,pipeline_tag_mismatch,abs_path
results_dwa1,dir,neighbors_sentence_transformers_all_MiniLM_L6_v2_C_lex_sem_strong_n221_k60_r10.csv,neighbors_sentence_transformers_all_MiniLM_L6_v2_C_lex_sem_strong_n221_k60_r10.csv,.csv,281704,275.1,2025-09-17T14:25:38,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_MiniLM_L6_v2_C_lex_sem_strong_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_MiniLM_L6_v2_D_zfilter_n221_k60_r10.csv,neighbors_sentence_transformers_all_MiniLM_L6_v2_D_zfilter_n221_k60_r10.csv,.csv,290743,283.9,2025-09-17T14:25:38,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_MiniLM_L6_v2_D_zfilter_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_MiniLM_L6_v2_E_diversity_n221_k60_r10.csv,neighbors_sentence_transformers_all_MiniLM_L6_v2_E_diversity_n221_k60_r10.csv,.csv,280127,273.6,2025-09-17T14:25:40,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_MiniLM_L6_v2_E_diversity_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_MiniLM_L6_v2_F_recall_first_n221_k80_r10.csv,neighbors_sentence_transformers_all_MiniLM_L6_v2_F_recall_first_n221_k80_r10.csv,.csv,277188,270.7,2025-09-17T14:25:40,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_MiniLM_L6_v2_F_recall_first_n221_k80_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_MiniLM_L6_v2_G_mnn_heavy_n221_k60_r10.csv,neighbors_sentence_transformers_all_MiniLM_L6_v2_G_mnn_heavy_n221_k60_r10.csv,.csv,278822,272.3,2025-09-17T14:25:42,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_MiniLM_L6_v2_G_mnn_heavy_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_MiniLM_L6_v2_H_zfilter_n221_k60_r10.csv,neighbors_sentence_transformers_all_MiniLM_L6_v2_H_zfilter_n221_k60_r10.csv,.csv,277861,271.3,2025-09-17T14:25:44,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_MiniLM_L6_v2_H_zfilter_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_MiniLM_L6_v2_I_short_skills_bias_n221_k60_r10.csv,neighbors_sentence_transformers_all_MiniLM_L6_v2_I_short_skills_bias_n221_k60_r10.csv,.csv,280447,273.9,2025-09-17T14:25:44,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_MiniLM_L6_v2_I_short_skills_bias_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_MiniLM_L6_v2_J_char_heavy_n221_k60_r10.csv,neighbors_sentence_transformers_all_MiniLM_L6_v2_J_char_heavy_n221_k60_r10.csv,.csv,290732,283.9,2025-09-17T14:25:46,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_MiniLM_L6_v2_J_char_heavy_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_distilroberta_v1_A_semantic_only_n221_k60_r10.csv,neighbors_sentence_transformers_all_distilroberta_v1_A_semantic_only_n221_k60_r10.csv,.csv,266165,259.9,2025-09-17T14:26:16,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_distilroberta_v1_A_semantic_only_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_distilroberta_v1_B_hybrid_light_n221_k60_r10.csv,neighbors_sentence_transformers_all_distilroberta_v1_B_hybrid_light_n221_k60_r10.csv,.csv,277773,271.3,2025-09-17T14:26:16,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_distilroberta_v1_B_hybrid_light_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_distilroberta_v1_C_lex_sem_strong_n221_k60_r10.csv,neighbors_sentence_transformers_all_distilroberta_v1_C_lex_sem_strong_n221_k60_r10.csv,.csv,281719,275.1,2025-09-17T14:26:18,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_distilroberta_v1_C_lex_sem_strong_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_distilroberta_v1_D_zfilter_n221_k60_r10.csv,neighbors_sentence_transformers_all_distilroberta_v1_D_zfilter_n221_k60_r10.csv,.csv,290418,283.6,2025-09-17T14:26:20,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_distilroberta_v1_D_zfilter_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_distilroberta_v1_E_diversity_n221_k60_r10.csv,neighbors_sentence_transformers_all_distilroberta_v1_E_diversity_n221_k60_r10.csv,.csv,278824,272.3,2025-09-17T14:26:22,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_distilroberta_v1_E_diversity_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_distilroberta_v1_F_recall_first_n221_k80_r10.csv,neighbors_sentence_transformers_all_distilroberta_v1_F_recall_first_n221_k80_r10.csv,.csv,276163,269.7,2025-09-17T14:26:22,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_distilroberta_v1_F_recall_first_n221_k80_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_distilroberta_v1_G_mnn_heavy_n221_k60_r10.csv,neighbors_sentence_transformers_all_distilroberta_v1_G_mnn_heavy_n221_k60_r10.csv,.csv,277901,271.4,2025-09-17T14:26:24,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_distilroberta_v1_G_mnn_heavy_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_distilroberta_v1_H_zfilter_n221_k60_r10.csv,neighbors_sentence_transformers_all_distilroberta_v1_H_zfilter_n221_k60_r10.csv,.csv,275784,269.3,2025-09-17T14:26:24,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_distilroberta_v1_H_zfilter_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_distilroberta_v1_I_short_skills_bias_n221_k60_r10.csv,neighbors_sentence_transformers_all_distilroberta_v1_I_short_skills_bias_n221_k60_r10.csv,.csv,279727,273.2,2025-09-17T14:26:26,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_distilroberta_v1_I_short_skills_bias_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_distilroberta_v1_J_char_heavy_n221_k60_r10.csv,neighbors_sentence_transformers_all_distilroberta_v1_J_char_heavy_n221_k60_r10.csv,.csv,290396,283.6,2025-09-17T14:26:28,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_distilroberta_v1_J_char_heavy_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_mpnet_base_v2_A_semantic_only_n221_k60_r10.csv,neighbors_sentence_transformers_all_mpnet_base_v2_A_semantic_only_n221_k60_r10.csv,.csv,264343,258.1,2025-09-17T14:26:58,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_mpnet_base_v2_A_semantic_only_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_mpnet_base_v2_B_hybrid_light_n221_k60_r10.csv,neighbors_sentence_transformers_all_mpnet_base_v2_B_hybrid_light_n221_k60_r10.csv,.csv,276723,270.2,2025-09-17T14:27:00,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_mpnet_base_v2_B_hybrid_light_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_mpnet_base_v2_C_lex_sem_strong_n221_k60_r10.csv,neighbors_sentence_transformers_all_mpnet_base_v2_C_lex_sem_strong_n221_k60_r10.csv,.csv,280868,274.3,2025-09-17T14:27:00,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_mpnet_base_v2_C_lex_sem_strong_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_mpnet_base_v2_D_zfilter_n221_k60_r10.csv,neighbors_sentence_transformers_all_mpnet_base_v2_D_zfilter_n221_k60_r10.csv,.csv,289298,282.5,2025-09-17T14:27:02,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_mpnet_base_v2_D_zfilter_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_mpnet_base_v2_E_diversity_n221_k60_r10.csv,neighbors_sentence_transformers_all_mpnet_base_v2_E_diversity_n221_k60_r10.csv,.csv,277436,270.9,2025-09-17T14:27:02,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_mpnet_base_v2_E_diversity_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_mpnet_base_v2_F_recall_first_n221_k80_r10.csv,neighbors_sentence_transformers_all_mpnet_base_v2_F_recall_first_n221_k80_r10.csv,.csv,275242,268.8,2025-09-17T14:27:04,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_mpnet_base_v2_F_recall_first_n221_k80_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_mpnet_base_v2_G_mnn_heavy_n221_k60_r10.csv,neighbors_sentence_transformers_all_mpnet_base_v2_G_mnn_heavy_n221_k60_r10.csv,.csv,276835,270.3,2025-09-17T14:27:04,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_mpnet_base_v2_G_mnn_heavy_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_mpnet_base_v2_H_zfilter_n221_k60_r10.csv,neighbors_sentence_transformers_all_mpnet_base_v2_H_zfilter_n221_k60_r10.csv,.csv,275065,268.6,2025-09-17T14:27:04,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_mpnet_base_v2_H_zfilter_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_mpnet_base_v2_I_short_skills_bias_n221_k60_r10.csv,neighbors_sentence_transformers_all_mpnet_base_v2_I_short_skills_bias_n221_k60_r10.csv,.csv,278828,272.3,2025-09-17T14:27:06,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_mpnet_base_v2_I_short_skills_bias_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_all_mpnet_base_v2_J_char_heavy_n221_k60_r10.csv,neighbors_sentence_transformers_all_mpnet_base_v2_J_char_heavy_n221_k60_r10.csv,.csv,289782,283.0,2025-09-17T14:27:06,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_all_mpnet_base_v2_J_char_heavy_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_A_semantic_only_n221_k60_r10.csv,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_A_semantic_only_n221_k60_r10.csv,.csv,267202,260.9,2025-09-17T14:25:50,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_A_semantic_only_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_B_hybrid_light_n221_k60_r10.csv,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_B_hybrid_light_n221_k60_r10.csv,.csv,277429,270.9,2025-09-17T14:25:50,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_B_hybrid_light_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_C_lex_sem_strong_n221_k60_r10.csv,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_C_lex_sem_strong_n221_k60_r10.csv,.csv,281288,274.7,2025-09-17T14:25:52,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_C_lex_sem_strong_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_D_zfilter_n221_k60_r10.csv,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_D_zfilter_n221_k60_r10.csv,.csv,289773,283.0,2025-09-17T14:25:54,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_D_zfilter_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_E_diversity_n221_k60_r10.csv,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_E_diversity_n221_k60_r10.csv,.csv,278824,272.3,2025-09-17T14:25:56,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_E_diversity_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_F_recall_first_n221_k80_r10.csv,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_F_recall_first_n221_k80_r10.csv,.csv,275813,269.3,2025-09-17T14:25:56,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_F_recall_first_n221_k80_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_G_mnn_heavy_n221_k60_r10.csv,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_G_mnn_heavy_n221_k60_r10.csv,.csv,277387,270.9,2025-09-17T14:25:58,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_G_mnn_heavy_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_H_zfilter_n221_k60_r10.csv,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_H_zfilter_n221_k60_r10.csv,.csv,276113,269.6,2025-09-17T14:25:58,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_H_zfilter_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_I_short_skills_bias_n221_k60_r10.csv,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_I_short_skills_bias_n221_k60_r10.csv,.csv,279275,272.7,2025-09-17T14:26:00,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_I_short_skills_bias_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_J_char_heavy_n221_k60_r10.csv,neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_J_char_heavy_n221_k60_r10.csv,.csv,289906,283.1,2025-09-17T14:26:02,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_distiluse_base_multilingual_cased_v2_J_char_heavy_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_A_semantic_only_n221_k60_r10.csv,neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_A_semantic_only_n221_k60_r10.csv,.csv,269370,263.1,2025-09-17T14:26:48,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_A_semantic_only_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_B_hybrid_light_n221_k60_r10.csv,neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_B_hybrid_light_n221_k60_r10.csv,.csv,280325,273.8,2025-09-17T14:26:48,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_B_hybrid_light_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_C_lex_sem_strong_n221_k60_r10.csv,neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_C_lex_sem_strong_n221_k60_r10.csv,.csv,282538,275.9,2025-09-17T14:26:50,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_C_lex_sem_strong_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_D_zfilter_n221_k60_r10.csv,neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_D_zfilter_n221_k60_r10.csv,.csv,291608,284.8,2025-09-17T14:26:50,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_D_zfilter_n221_k60_r10.csv
results_dwa1,dir,neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_E_diversity_n221_k60_r10.csv,neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_E_diversity_n221_k60_r10.csv,.csv,281077,274.5,2025-09-17T14:26:52,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa1/neighbors_sentence_transformers_paraphrase_MiniLM_L3_v2_E_diversity_n221_k60_r10.csv
