model,preset,thr,f1,precision,recall,coverage,queries
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_hard/sentence-transformers/all-MiniLM-L6-v2,F_recall_first,0.75,0.3921568627450981,0.29411764705882354,0.5882352941176471,0.3953488372093023,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_hard/sentence-transformers/all-MiniLM-L6-v2,G_mnn_heavy,1.0,0.41666666666666663,0.3225806451612903,0.5882352941176471,0.36046511627906974,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_hard/sentence-transformers/all-MiniLM-L6-v2,H_zfilter,0.9000000000000001,0.3921568627450981,0.29411764705882354,0.5882352941176471,0.3953488372093023,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_hard/sentence-transformers/all-MiniLM-L6-v2,I_short_skills_bias,1.0,0.4166666666666667,0.3333333333333333,0.5555555555555556,0.3488372093023256,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_hard/sentence-transformers/all-MiniLM-L6-v2,J_char_heavy,1.0,0.3720930232558139,0.23529411764705882,0.8888888888888888,0.7906976744186046,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,A_semantic_only,0.6500000000000001,0.37499999999999994,0.3157894736842105,0.46153846153846156,0.22093023255813954,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,B_hybrid_light,0.9500000000000002,0.43589743589743585,0.2982456140350877,0.8095238095238095,0.6627906976744186,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,C_lex_sem_strong,-1.0,0.36190476190476195,0.22093023255813954,1.0,1.0,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,0.9500000000000002,0.45945945945945943,0.32075471698113206,0.8095238095238095,0.6162790697674418,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,E_diversity,0.9500000000000002,0.4507042253521127,0.32,0.7619047619047619,0.5813953488372093,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,F_recall_first,0.8,0.43478260869565216,0.3125,0.7142857142857143,0.5581395348837209,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,G_mnn_heavy,1.0,0.4473684210526316,0.3090909090909091,0.8095238095238095,0.6395348837209303,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,H_zfilter,0.9000000000000001,0.42500000000000004,0.288135593220339,0.8095238095238095,0.686046511627907,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,I_short_skills_bias,1.0,0.45945945945945943,0.32075471698113206,0.8095238095238095,0.6162790697674418,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_sup/sentence-transformers/all-MiniLM-L6-v2,J_char_heavy,-1.0,0.3925233644859813,0.2441860465116279,1.0,1.0,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/tsdae_coursera/google-bert/bert-base-uncased,A_semantic_only,0.8500000000000001,0.3636363636363636,0.3333333333333333,0.4,0.06976744186046512,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/tsdae_coursera/google-bert/bert-base-uncased,B_hybrid_light,1.0,0.25263157894736843,0.14457831325301204,1.0,0.9651162790697675,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/tsdae_coursera/google-bert/bert-base-uncased,C_lex_sem_strong,-1.0,0.28,0.16279069767441862,1.0,1.0,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/tsdae_coursera/google-bert/bert-base-uncased,D_char_jaccard,1.0,0.26373626373626374,0.1518987341772152,1.0,0.9186046511627907,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/tsdae_coursera/google-bert/bert-base-uncased,E_diversity,1.0,0.26373626373626374,0.1518987341772152,1.0,0.9186046511627907,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/tsdae_coursera/google-bert/bert-base-uncased,F_recall_first,1.0,0.3461538461538461,0.21428571428571427,0.9,0.4883720930232558,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/tsdae_coursera/google-bert/bert-base-uncased,G_mnn_heavy,1.0,0.25,0.14285714285714285,1.0,0.9767441860465116,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/tsdae_coursera/google-bert/bert-base-uncased,H_zfilter,1.0,0.25806451612903225,0.14814814814814814,1.0,0.9418604651162791,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/tsdae_coursera/google-bert/bert-base-uncased,I_short_skills_bias,1.0,0.288659793814433,0.1686746987951807,1.0,0.9651162790697675,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/tsdae_coursera/google-bert/bert-base-uncased,J_char_heavy,-1.0,0.297029702970297,0.1744186046511628,1.0,1.0,86
embedding-data/deberta-sentence-transformer,A_semantic_only,-1.0,0.0,0.0,0.0,1.0,86
embedding-data/deberta-sentence-transformer,B_hybrid_light,1.0,0.2222222222222222,0.125,1.0,0.9302325581395349,86
embedding-data/deberta-sentence-transformer,C_lex_sem_strong,-1.0,0.28,0.16279069767441862,1.0,1.0,86
embedding-data/deberta-sentence-transformer,D_char_jaccard,0.9500000000000002,0.26666666666666666,0.15584415584415584,0.9230769230769231,0.8953488372093024,86
embedding-data/deberta-sentence-transformer,E_diversity,1.0,0.2380952380952381,0.13513513513513514,1.0,0.8604651162790697,86
embedding-data/deberta-sentence-transformer,F_recall_first,0.9500000000000002,0.2222222222222222,0.125,1.0,0.8372093023255814,86
embedding-data/deberta-sentence-transformer,G_mnn_heavy,1.0,0.17777777777777776,0.0975609756097561,1.0,0.9534883720930233,86
embedding-data/deberta-sentence-transformer,H_zfilter,1.0,0.2528735632183908,0.14473684210526316,1.0,0.8837209302325582,86
embedding-data/deberta-sentence-transformer,I_short_skills_bias,1.0,0.26966292134831454,0.15789473684210525,0.9230769230769231,0.8837209302325582,86
embedding-data/deberta-sentence-transformer,J_char_heavy,1.0,0.30612244897959184,0.18072289156626506,1.0,0.9651162790697675,86
sentence-transformers/all-MiniLM-L6-v2,A_semantic_only,0.7000000000000002,0.37499999999999994,0.2727272727272727,0.6,0.2558139534883721,86
sentence-transformers/all-MiniLM-L6-v2,B_hybrid_light,1.0,0.37333333333333335,0.25,0.7368421052631579,0.6511627906976745,86
sentence-transformers/all-MiniLM-L6-v2,C_lex_sem_strong,-1.0,0.37735849056603776,0.23255813953488372,1.0,1.0,86
sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,0.9000000000000001,0.3877551020408163,0.24358974358974358,0.95,0.9069767441860465,86
sentence-transformers/all-MiniLM-L6-v2,E_diversity,0.9500000000000002,0.4,0.26153846153846155,0.85,0.7558139534883721,86
sentence-transformers/all-MiniLM-L6-v2,F_recall_first,0.9500000000000002,0.39999999999999997,0.36363636363636365,0.4444444444444444,0.2558139534883721,86
sentence-transformers/all-MiniLM-L6-v2,G_mnn_heavy,1.0,0.3764705882352941,0.24242424242424243,0.8421052631578947,0.7674418604651163,86
sentence-transformers/all-MiniLM-L6-v2,H_zfilter,1.0,0.3636363636363636,0.2553191489361702,0.631578947368421,0.5465116279069767,86
sentence-transformers/all-MiniLM-L6-v2,I_short_skills_bias,1.0,0.4146341463414634,0.2786885245901639,0.8095238095238095,0.7093023255813954,86
sentence-transformers/all-MiniLM-L6-v2,J_char_heavy,1.0,0.41509433962264153,0.2619047619047619,1.0,0.9767441860465116,86
sentence-transformers/all-distilroberta-v1,A_semantic_only,0.6000000000000001,0.29411764705882354,0.1724137931034483,1.0,0.6744186046511628,86
sentence-transformers/all-distilroberta-v1,B_hybrid_light,1.0,0.4057971014492754,0.27450980392156865,0.7777777777777778,0.5930232558139535,86
sentence-transformers/all-distilroberta-v1,C_lex_sem_strong,1.0,0.38095238095238093,0.23529411764705882,1.0,0.9883720930232558,86
sentence-transformers/all-distilroberta-v1,D_char_jaccard,1.0,0.3666666666666667,0.2558139534883721,0.6470588235294118,0.5,86
sentence-transformers/all-distilroberta-v1,E_diversity,1.0,0.3934426229508197,0.27906976744186046,0.6666666666666666,0.5,86
sentence-transformers/all-distilroberta-v1,F_recall_first,0.8,0.4358974358974359,0.29310344827586204,0.85,0.6744186046511628,86
sentence-transformers/all-distilroberta-v1,G_mnn_heavy,1.0,0.35897435897435903,0.23333333333333334,0.7777777777777778,0.6976744186046512,86
sentence-transformers/all-distilroberta-v1,H_zfilter,0.9500000000000002,0.4444444444444445,0.3018867924528302,0.8421052631578947,0.6162790697674418,86
sentence-transformers/all-distilroberta-v1,I_short_skills_bias,1.0,0.3888888888888889,0.2641509433962264,0.7368421052631579,0.6162790697674418,86
sentence-transformers/all-distilroberta-v1,J_char_heavy,0.9000000000000001,0.38095238095238093,0.23529411764705882,1.0,0.9883720930232558,86
sentence-transformers/all-mpnet-base-v2,A_semantic_only,0.6500000000000001,0.2608695652173913,0.15789473684210525,0.75,0.4418604651162791,86
sentence-transformers/all-mpnet-base-v2,B_hybrid_light,1.0,0.31746031746031744,0.20408163265306123,0.7142857142857143,0.5697674418604651,86
sentence-transformers/all-mpnet-base-v2,C_lex_sem_strong,-1.0,0.3461538461538462,0.20930232558139536,1.0,1.0,86
sentence-transformers/all-mpnet-base-v2,D_char_jaccard,0.9000000000000001,0.35555555555555557,0.2191780821917808,0.9411764705882353,0.8488372093023255,86
sentence-transformers/all-mpnet-base-v2,E_diversity,0.9500000000000002,0.3055555555555555,0.1896551724137931,0.7857142857142857,0.6744186046511628,86
sentence-transformers/all-mpnet-base-v2,F_recall_first,0.9500000000000002,0.45161290322580644,0.4117647058823529,0.5,0.19767441860465115,86
sentence-transformers/all-mpnet-base-v2,G_mnn_heavy,0.8500000000000001,0.2857142857142857,0.16666666666666666,1.0,0.9767441860465116,86
sentence-transformers/all-mpnet-base-v2,H_zfilter,1.0,0.3018867924528302,0.20512820512820512,0.5714285714285714,0.45348837209302323,86
sentence-transformers/all-mpnet-base-v2,I_short_skills_bias,0.9500000000000002,0.34883720930232553,0.21739130434782608,0.8823529411764706,0.8023255813953488,86
sentence-transformers/all-mpnet-base-v2,J_char_heavy,-1.0,0.36190476190476195,0.22093023255813954,1.0,1.0,86
sentence-transformers/distiluse-base-multilingual-cased-v2,A_semantic_only,0.4500000000000002,0.23404255319148937,0.13253012048192772,1.0,0.9651162790697675,86
sentence-transformers/distiluse-base-multilingual-cased-v2,B_hybrid_light,0.9000000000000001,0.42696629213483145,0.2714285714285714,1.0,0.813953488372093,86
sentence-transformers/distiluse-base-multilingual-cased-v2,C_lex_sem_strong,1.0,0.34951456310679613,0.21176470588235294,1.0,0.9883720930232558,86
sentence-transformers/distiluse-base-multilingual-cased-v2,D_char_jaccard,0.9000000000000001,0.4285714285714286,0.28125,0.9,0.7441860465116279,86
sentence-transformers/distiluse-base-multilingual-cased-v2,E_diversity,0.8500000000000001,0.4042553191489362,0.25333333333333335,1.0,0.872093023255814,86
sentence-transformers/distiluse-base-multilingual-cased-v2,F_recall_first,0.8,0.40579710144927544,0.28,0.7368421052631579,0.5813953488372093,86
sentence-transformers/distiluse-base-multilingual-cased-v2,G_mnn_heavy,0.9000000000000001,0.4,0.25,1.0,0.8837209302325582,86
sentence-transformers/distiluse-base-multilingual-cased-v2,H_zfilter,0.8500000000000001,0.4175824175824176,0.2638888888888889,1.0,0.8372093023255814,86
sentence-transformers/distiluse-base-multilingual-cased-v2,I_short_skills_bias,0.9500000000000002,0.4470588235294118,0.296875,0.9047619047619048,0.7441860465116279,86
sentence-transformers/distiluse-base-multilingual-cased-v2,J_char_heavy,1.0,0.396039603960396,0.24691358024691357,1.0,0.9418604651162791,86
sentence-transformers/paraphrase-MiniLM-L3-v2,A_semantic_only,0.6500000000000001,0.3939393939393939,0.2549019607843137,0.8666666666666667,0.5930232558139535,86
sentence-transformers/paraphrase-MiniLM-L3-v2,B_hybrid_light,-1.0,0.3461538461538462,0.20930232558139536,1.0,1.0,86
sentence-transformers/paraphrase-MiniLM-L3-v2,C_lex_sem_strong,-1.0,0.36190476190476195,0.22093023255813954,1.0,1.0,86
sentence-transformers/paraphrase-MiniLM-L3-v2,D_char_jaccard,1.0,0.3614457831325301,0.23076923076923078,0.8333333333333334,0.7558139534883721,86
sentence-transformers/paraphrase-MiniLM-L3-v2,E_diversity,1.0,0.3614457831325301,0.23076923076923078,0.8333333333333334,0.7558139534883721,86
sentence-transformers/paraphrase-MiniLM-L3-v2,F_recall_first,0.9500000000000002,0.44000000000000006,0.3548387096774194,0.5789473684210527,0.36046511627906974,86
sentence-transformers/paraphrase-MiniLM-L3-v2,G_mnn_heavy,-1.0,0.3461538461538462,0.20930232558139536,1.0,1.0,86
sentence-transformers/paraphrase-MiniLM-L3-v2,H_zfilter,1.0,0.35443037974683544,0.22950819672131148,0.7777777777777778,0.7093023255813954,86
sentence-transformers/paraphrase-MiniLM-L3-v2,I_short_skills_bias,0.9000000000000001,0.35294117647058826,0.21428571428571427,1.0,0.9767441860465116,86
sentence-transformers/paraphrase-MiniLM-L3-v2,J_char_heavy,1.0,0.34951456310679613,0.21176470588235294,1.0,0.9883720930232558,86
sentence-transformers/paraphrase-albert-small-v2,A_semantic_only,0.7000000000000002,0.46511627906976755,0.3448275862068966,0.7142857142857143,0.3372093023255814,86
sentence-transformers/paraphrase-albert-small-v2,B_hybrid_light,0.9500000000000002,0.36363636363636365,0.22535211267605634,0.9411764705882353,0.8255813953488372,86
sentence-transformers/paraphrase-albert-small-v2,C_lex_sem_strong,-1.0,0.3300970873786408,0.19767441860465115,1.0,1.0,86
sentence-transformers/paraphrase-albert-small-v2,D_char_jaccard,1.0,0.41025641025641024,0.2711864406779661,0.8421052631578947,0.686046511627907,86
sentence-transformers/paraphrase-albert-small-v2,E_diversity,0.9500000000000002,0.36363636363636365,0.22535211267605634,0.9411764705882353,0.8255813953488372,86
sentence-transformers/paraphrase-albert-small-v2,F_recall_first,1.0,0.5161290322580646,0.5,0.5333333333333333,0.18604651162790697,86
sentence-transformers/paraphrase-albert-small-v2,G_mnn_heavy,1.0,0.3636363636363636,0.2222222222222222,1.0,0.8372093023255814,86
sentence-transformers/paraphrase-albert-small-v2,H_zfilter,1.0,0.35616438356164387,0.23214285714285715,0.7647058823529411,0.6511627906976745,86
sentence-transformers/paraphrase-albert-small-v2,I_short_skills_bias,1.0,0.36781609195402293,0.22857142857142856,0.9411764705882353,0.813953488372093,86
sentence-transformers/paraphrase-albert-small-v2,J_char_heavy,-1.0,0.3300970873786408,0.19767441860465115,1.0,1.0,86
sentence-transformers/sentence-t5-base,A_semantic_only,0.9000000000000001,0.2352941176470588,0.13953488372093023,0.75,0.5,86
sentence-transformers/sentence-t5-base,B_hybrid_light,-1.0,0.28,0.16279069767441862,1.0,1.0,86
sentence-transformers/sentence-t5-base,C_lex_sem_strong,-1.0,0.3137254901960785,0.18604651162790697,1.0,1.0,86
sentence-transformers/sentence-t5-base,D_char_jaccard,-1.0,0.3137254901960785,0.18604651162790697,1.0,1.0,86
sentence-transformers/sentence-t5-base,E_diversity,-1.0,0.28,0.16279069767441862,1.0,1.0,86
sentence-transformers/sentence-t5-base,F_recall_first,-1.0,0.3137254901960785,0.18604651162790697,1.0,1.0,86
sentence-transformers/sentence-t5-base,G_mnn_heavy,-1.0,0.28,0.16279069767441862,1.0,1.0,86
sentence-transformers/sentence-t5-base,H_zfilter,-1.0,0.297029702970297,0.1744186046511628,1.0,1.0,86
sentence-transformers/sentence-t5-base,I_short_skills_bias,-1.0,0.28,0.16279069767441862,1.0,1.0,86
sentence-transformers/sentence-t5-base,J_char_heavy,-1.0,0.3137254901960785,0.18604651162790697,1.0,1.0,86
